Week,None,D0-D4,D1-D4,D2-D4,D3-D4,D4,DSCI
2009-06-16,93.61,6.39,0.00,0.00,0.00,0.00,6
2009-06-09,93.56,6.44,0.00,0.00,0.00,0.00,6
2009-06-02,97.32,2.68,0.38,0.00,0.00,0.00,3
2009-05-26,94.61,5.39,1.04,0.00,0.00,0.00,6
2009-05-19,91.18,8.82,4.80,3.44,0.55,0.00,18
2009-05-12,86.46,13.54,6.73,6.21,3.24,0.00,30
2009-05-05,80.71,19.29,8.04,5.15,1.23,0.00,34
2009-04-28,75.68,24.32,8.52,5.15,0.97,0.00,39
2009-04-21,79.62,20.38,8.52,4.22,0.84,0.00,34
2009-04-14,78.75,21.25,10.14,4.89,0.42,0.00,37
2009-04-07,74.18,25.82,12.10,4.68,0.00,0.00,43
2009-03-31,60.87,39.13,19.89,4.51,0.00,0.00,64
2009-03-24,29.83,70.17,28.33,7.05,0.00,0.00,106
2009-03-17,30.82,69.18,28.34,7.05,0.88,0.00,105
2009-03-10,28.01,71.99,29.66,5.49,0.88,0.00,108
2009-03-03,31.35,68.65,28.48,3.98,0.88,0.00,102
2009-02-24,37.44,62.56,26.58,3.98,1.04,0.00,94
2009-02-17,38.25,61.75,20.12,3.39,1.04,0.00,86
2009-02-10,39.26,60.74,16.09,2.57,0.89,0.00,80
2009-02-03,64.96,35.04,9.44,2.57,0.89,0.00,48
2009-01-27,59.83,40.17,8.89,2.33,0.94,0.00,52
2009-01-20,65.87,34.13,8.44,2.33,0.94,0.00,46
2009-01-13,66.42,33.58,8.75,2.15,0.94,0.00,45
2009-01-06,65.81,34.19,17.51,2.96,1.53,0.00,56
2008-12-30,70.51,29.49,16.42,3.85,1.69,0.00,51
2008-12-23,66.80,33.20,17.89,6.68,2.38,0.00,60
2008-12-16,67.04,32.96,17.89,7.24,2.65,0.00,61
2008-12-09,52.52,47.48,25.24,15.65,7.73,2.82,99
2008-12-02,49.03,50.97,26.92,16.25,8.48,2.98,106
2008-11-25,51.58,48.42,27.55,18.15,8.34,2.98,105
2008-11-18,57.38,42.62,25.85,17.72,7.10,2.55,96
2008-11-11,55.01,44.99,27.88,18.36,7.33,2.55,101
2008-11-04,55.25,44.75,26.63,18.36,7.33,1.12,98
2008-10-28,59.60,40.40,26.63,18.36,7.33,0.71,93
2008-10-21,50.00,50.00,31.68,20.29,7.78,0.71,110
2008-10-14,50.37,49.63,31.10,20.29,7.78,0.71,109
2008-10-07,48.20,51.80,36.01,18.38,6.31,1.04,114
2008-09-30,48.20,51.80,36.01,18.38,6.31,1.04,114
2008-09-23,53.90,46.10,30.97,14.35,4.83,1.04,97
2008-09-16,53.35,46.65,28.39,12.87,4.86,0.83,94
2008-09-09,53.35,46.65,28.39,13.89,5.43,0.83,95
2008-09-02,45.57,54.43,33.02,14.60,5.43,0.83,108
2008-08-26,43.57,56.43,35.17,19.48,7.47,0.83,119
2008-08-19,36.48,63.52,46.30,28.30,11.15,4.47,154
2008-08-12,33.35,66.65,45.09,26.71,8.91,3.49,151
2008-08-05,31.30,68.70,43.36,25.13,8.03,3.49,149
2008-07-29,33.64,66.36,42.97,22.39,7.15,3.49,142
2008-07-22,33.64,66.36,42.93,21.78,7.15,3.49,142
2008-07-15,31.99,68.01,35.98,19.55,7.06,1.57,132
2008-07-08,31.70,68.30,37.27,20.98,7.06,1.57,135
2008-07-01,29.18,70.82,37.30,21.95,6.96,1.57,139
2008-06-24,33.56,66.44,38.65,18.40,6.38,1.31,131
2008-06-17,38.98,61.02,38.61,15.72,5.83,0.52,122
2008-06-10,40.54,59.46,33.78,15.97,4.57,0.00,114
2008-06-03,49.45,50.55,27.29,13.00,2.87,0.00,94
2008-05-27,52.10,47.90,25.24,14.53,3.27,0.00,91
2008-05-20,51.36,48.64,24.79,13.86,2.67,0.00,90
2008-05-13,46.62,53.38,27.39,14.29,4.58,0.00,100
2008-05-06,44.43,55.57,29.43,14.76,4.96,0.00,105
2008-04-29,44.34,55.66,29.67,14.14,4.75,0.00,104
2008-04-22,42.61,57.39,32.57,15.59,4.92,0.00,110
2008-04-15,43.99,56.01,31.39,18.11,4.92,0.00,110
2008-04-08,48.96,51.04,31.54,18.11,6.75,0.00,107
2008-04-01,44.30,55.70,37.86,24.22,11.16,0.00,129
2008-03-25,52.02,47.98,36.74,23.59,11.54,0.00,120
2008-03-18,49.21,50.79,38.02,26.32,12.36,0.65,128
2008-03-11,48.84,51.16,37.71,26.24,12.37,2.20,130
2008-03-04,45.05,54.95,43.48,31.00,16.97,5.19,152
2008-02-26,42.07,57.93,43.74,31.37,17.88,6.35,157
2008-02-19,30.84,69.16,47.35,34.66,22.05,11.99,185
2008-02-12,27.36,72.64,47.89,34.94,23.13,12.51,191
2008-02-05,27.37,72.63,47.17,34.94,23.12,12.51,190
2008-01-29,26.96,73.04,48.64,38.01,24.98,13.29,198
2008-01-22,28.90,71.10,49.09,35.56,23.92,12.67,192
2008-01-15,23.50,76.50,50.27,37.81,25.57,12.66,203
2008-01-08,27.18,72.82,50.39,37.86,27.13,14.58,203
2008-01-01,31.39,68.61,48.67,37.59,26.93,13.84,196
2007-12-25,30.53,69.47,50.30,39.85,30.74,21.81,212
2007-12-18,30.57,69.43,51.11,40.21,30.81,21.81,213
2007-12-11,31.86,68.14,52.70,40.84,30.81,21.81,214
2007-12-04,31.46,68.54,52.14,39.04,29.27,18.85,208
2007-11-27,33.11,66.89,51.62,38.63,28.32,16.76,202
2007-11-20,28.38,71.62,53.42,38.32,28.43,17.04,209
2007-11-13,28.17,71.83,50.91,37.45,25.47,15.82,201
2007-11-06,34.11,65.89,46.60,34.55,23.45,14.34,185
2007-10-30,37.17,62.83,46.05,33.28,22.67,12.82,178
2007-10-23,28.20,71.80,59.83,49.03,37.54,23.08,241
2007-10-16,19.60,80.40,68.96,58.77,45.43,25.13,279
2007-10-09,22.18,77.82,66.07,56.06,41.85,20.55,262
2007-10-02,21.25,78.75,63.85,53.50,39.63,19.47,255
2007-09-25,22.58,77.42,63.79,50.83,37.07,13.24,242
2007-09-18,21.40,78.60,63.77,50.37,36.19,13.45,242
2007-09-11,16.31,83.69,67.74,53.41,39.20,16.43,260
